Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Predicted_Sales,Prediction_Error,Month_Name,Holiday_Label,Data_Type
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,27,1502320.564500002,43753.61549999798,July,Regular Week,Actual
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,28,1446632.4667000002,2306.4532999997027,July,Regular Week,Actual
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,1405906.287800001,-20841.087800001027,July,Regular Week,Actual
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,1408032.5698999984,-36045.96989999828,July,Regular Week,Actual
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,1545217.9693000005,60273.810699999565,August,Regular Week,Actual
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,1520841.3969000005,-12603.636900000507,August,Regular Week,Actual
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,1505942.7648999998,7137.725100000156,August,Regular Week,Actual
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,1498156.8283000002,-49013.90830000024,August,Regular Week,Actual
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,1502090.0070000007,38073.522999999346,September,Regular Week,Actual
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,1540910.3835000012,-33449.693500001216,September,Holiday Week,Actual
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,1445418.6178000006,-15039.947800000664,September,Regular Week,Actual
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,1477439.6276000002,-125648.59760000021,September,Regular Week,Actual
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,1464905.5875000004,-11576.087500000373,October,Regular Week,Actual
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,1500622.8016000025,7617.128399997484,October,Regular Week,Actual
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,1462505.1472999984,-3096.0472999983467,October,Regular Week,Actual
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,1453950.140599999,-108496.14059999911,October,Regular Week,Actual
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,1433139.7563999996,-48930.53639999963,October,Regular Week,Actual
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,1546413.958000001,5245.321999998996,November,Regular Week,Actual
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,1512339.6481000003,-17860.15810000035,November,Regular Week,Actual
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,1555017.857,-71233.67700000014,November,Regular Week,Actual
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,1879265.004900003,76359.10509999702,November,Holiday Week,Actual
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,1652587.076900001,-104553.29690000089,December,Regular Week,Actual
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,1681741.2006000006,873.0593999994453,December,Regular Week,Actual
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,1737146.5347000002,153888.39529999974,December,Regular Week,Actual
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,2047162.177299998,340788.0227000022,December,Regular Week,Actual
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,1566058.557400001,-198738.54740000097,December,Holiday Week,Actual
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,1466824.447100001,-22092.167100000894,January,Regular Week,Actual
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,1463665.9020999991,-72651.94209999917,January,Regular Week,Actual
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,1518686.1305000002,-191280.71050000028,January,Regular Week,Actual
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,1538891.609200001,-221992.29920000094,January,Regular Week,Actual
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,1602718.4781000016,3911.1018999984954,February,Regular Week,Actual
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,1633728.371100003,15886.558899997035,February,Holiday Week,Actual
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,1635145.2181000006,51697.56189999939,February,Regular Week,Actual
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,1525246.3493000004,-68446.06930000032,February,Regular Week,Actual
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,1605649.5250999983,30613.884900001576,March,Regular Week,Actual
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,1568491.6455999985,-15300.015599998645,March,Regular Week,Actual
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,1559984.3628000002,16833.69719999982,March,Regular Week,Actual
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,1553481.6207999983,-12379.240799998399,March,Regular Week,Actual
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,1533739.2841999996,-38674.534199999645,April,Regular Week,Actual
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,1592001.890099998,22257.459900001995,April,Regular Week,Actual
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,1546908.0509999997,12980.949000000255,April,Regular Week,Actual
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,1493305.3043999998,71514.50560000027,April,Regular Week,Actual
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,1482434.623699999,-27343.933699999005,April,Regular Week,Actual
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,1493026.5189000003,136364.76109999977,May,Regular Week,Actual
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,1564323.9954000008,40451.584599999245,May,Regular Week,Actual
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,1460273.962699999,-32055.692699999083,May,Regular Week,Actual
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,1479353.5655,-13306.8955000001,May,Regular Week,Actual
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,1509791.8331999995,125286.57680000039,June,Regular Week,Actual
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,1556751.0111999973,32197.308800002793,June,Regular Week,Actual
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,1532949.8321000005,-834.9721000003628,June,Regular Week,Actual
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,1475078.5442000013,-36248.39420000138,June,Regular Week,Actual
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,1486249.2898000013,2288.8001999987755,July,Regular Week,Actual
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,1504274.7226999998,30574.91730000009,July,Regular Week,Actual
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,1498380.4293,-43260.45929999999,July,Regular Week,Actual
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,1413767.3256999976,-16840.505699997535,July,Regular Week,Actual
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,1408202.274100001,-55982.48410000093,July,Regular Week,Actual
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,1573255.6369000005,51128.11309999949,August,Regular Week,Actual
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,1554027.5659,-28880.47589999996,August,Regular Week,Actual
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,1553551.9424999997,-22790.51249999972,August,Regular Week,Actual
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,1496332.7103999988,-31639.250399998855,August,Regular Week,Actual
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,1527410.2250999992,22818.994900000747,September,Regular Week,Actual
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,1534440.9134999993,6030.326500000665,September,Holiday Week,Actual
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,1452286.1589999988,61973.62100000121,September,Regular Week,Actual
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,1407920.281799999,-27900.011799999047,September,Regular Week,Actual
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,1428694.962699999,-34133.13269999903,September,Regular Week,Actual
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,1553218.6178999997,77771.33210000023,October,Regular Week,Actual
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,1543378.2327999996,-49852.302799999714,October,Regular Week,Actual
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,1532636.8285000003,-30074.048500000266,October,Regular Week,Actual
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,1533976.5033999998,-88727.41339999973,October,Regular Week,Actual
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,1595262.697299999,101966.88270000112,November,Regular Week,Actual
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,1606570.2042999985,-11631.314299998572,November,Regular Week,Actual
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,1609430.2931999993,-69946.5931999993,November,Regular Week,Actual
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,1913806.6367999986,119514.02320000133,November,Holiday Week,Actual
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,1689965.1316999996,-105881.18169999961,December,Regular Week,Actual
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,1718748.2918999996,80934.08810000028,December,Regular Week,Actual
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,1926106.0242999983,-44929.35429999838,December,Regular Week,Actual
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,1959368.1431999994,310820.8468000009,December,Regular Week,Actual
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,1634610.3414999994,-137147.62149999943,December,Holiday Week,Actual
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,1529067.7648000002,21302.15519999969,January,Regular Week,Actual
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,1499285.765300001,-39684.59530000109,January,Regular Week,Actual
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,1413139.9793000019,-18746.139300001785,January,Regular Week,Actual
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,1422448.6045000022,-103123.01450000214,January,Regular Week,Actual
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,1597993.2645000026,38346.3854999973,February,Regular Week,Actual
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,1759500.5476000032,42976.88239999674,February,Holiday Week,Actual
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,1776132.764000001,43737.2359999991,February,Regular Week,Actual
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,1673315.7196000004,-133927.88960000034,February,Regular Week,Actual
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,1664664.0977999992,23756.662200000836,March,Regular Week,Actual
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,1657633.7837999973,17797.376200002618,March,Regular Week,Actual
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,1591302.2687999976,86170.5112000024,March,Regular Week,Actual
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,1558670.0222999973,-47601.95229999721,March,Regular Week,Actual
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,1620357.8091999975,29246.82080000243,March,Regular Week,Actual
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,1788053.5784999975,111623.30150000239,April,Regular Week,Actual
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,1671996.3911999993,-50964.6911999993,April,Regular Week,Actual
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,1547098.601500001,-25520.731500000926,April,Regular Week,Actual
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,1507969.6636000008,-39041.293600000674,April,Regular Week,Actual
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,1638110.1996000006,46409.79039999936,May,Regular Week,Actual
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,1608939.3173000005,2156.7326999995857,May,Regular Week,Actual
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,1593002.4452000016,2899.4247999985237,May,Regular Week,Actual
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,1573377.2852000005,-17932.73520000046,May,Regular Week,Actual
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,1578301.6766000004,46175.90339999972,June,Regular Week,Actual
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,1590338.533400001,106892.42659999896,June,Regular Week,Actual
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,1595538.5325000002,35068.467499999795,June,Regular Week,Actual
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,1579801.1662,-51955.35620000004,June,Regular Week,Actual
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,1565192.7539999995,-24771.2639999995,June,Regular Week,Actual
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,1684167.7544999986,85686.40550000127,July,Regular Week,Actual
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,1574864.2395000001,-47850.199500000104,July,Regular Week,Actual
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,1510847.8559000012,-12893.095900001237,July,Regular Week,Actual
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,1503395.628499999,-64271.91849999898,July,Regular Week,Actual
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,1594548.9363000002,36586.85369999986,August,Regular Week,Actual
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,1579907.7401999994,12502.229800000554,August,Regular Week,Actual
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,1565532.9203999997,32335.129600000335,August,Regular Week,Actual
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,1517544.6837999993,-23422.303799999412,August,Regular Week,Actual
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,1555989.9271000018,26093.472899998073,August,Regular Week,Actual
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,1557852.4694000005,103914.86059999955,September,Holiday Week,Actual
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,1523178.3390000018,-5749.469000001671,September,Regular Week,Actual
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,1516647.7887000013,-10521.728700001258,September,Regular Week,Actual
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,1476911.8292000007,-39852.569200000726,September,Regular Week,Actual
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,1609454.0496999996,61331.92030000035,October,Regular Week,Actual
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,1569301.6832000008,3771.1267999992706,October,Regular Week,Actual
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,1532664.7478000002,-24595.977800000226,October,Regular Week,Actual
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,1520060.0913999996,-26400.351399999578,October,Regular Week,Actual
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,2072920.6574000004,64068.80259999959,February,Regular Week,Actual
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,2045365.0526999992,92444.44730000081,February,Holiday Week,Actual
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,2104922.6629999992,19528.877000000793,February,Regular Week,Actual
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,1926108.8407000015,-61011.57070000144,February,Regular Week,Actual
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,1961418.2046999983,29594.925300001632,March,Regular Week,Actual
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,1970929.5407,19554.239300000016,March,Regular Week,Actual
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,1911279.8325000003,34791.04749999964,March,Regular Week,Actual
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,1825283.9348000004,-75086.12480000034,March,Regular Week,Actual
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,1898208.4741999996,167979.24580000038,April,Regular Week,Actual
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,1923058.5504000008,31630.6595999992,April,Regular Week,Actual
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,1866374.5378999987,8583.402100001229,April,Regular Week,Actual
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,1845978.4171000018,-23987.48710000189,April,Regular Week,Actual
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,1834841.1624999992,-32390.872499999125,April,Regular Week,Actual
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,1857176.7603999996,185404.9496000004,May,Regular Week,Actual
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,1856660.2277999995,24092.132200000575,May,Regular Week,Actual
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,1887229.3049999988,9707.795000001322,May,Regular Week,Actual
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,1936715.061499997,20398.828500002855,May,Regular Week,Actual
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,2038852.451700002,63687.47829999821,June,Regular Week,Actual
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,2014124.3456999988,11414.414300001226,June,Regular Week,Actual
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,1984664.1174000008,16972.84259999916,June,Regular Week,Actual
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,1966449.9454000017,-26522.85540000163,June,Regular Week,Actual
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,1983530.5199999982,20410.12000000174,July,Regular Week,Actual
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,1926042.4230000023,-45139.80300000217,July,Regular Week,Actual
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,1875484.0046000013,-29604.21460000123,July,Regular Week,Actual
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,1897184.2750000004,-115466.56500000041,July,Regular Week,Actual
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,1926383.0079999994,-122136.84799999953,July,Regular Week,Actual
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,1945309.078999998,46600.90100000193,August,Regular Week,Actual
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,1917063.6833000013,-21462.633300001267,August,Regular Week,Actual
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,1944672.4027999989,19662.827200001106,August,Regular Week,Actual
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,1891968.7204999991,-28128.230499999132,August,Regular Week,Actual
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,1864939.123700001,39668.96629999904,September,Regular Week,Actual
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,1843908.1150000019,-4779.285000001779,September,Holiday Week,Actual
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,1818889.207799998,-24985.60779999802,September,Regular Week,Actual
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,1774513.2525999986,-49956.03259999864,September,Regular Week,Actual
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,1793781.500999999,33658.929000000935,October,Regular Week,Actual
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,40,1853150.9737999989,-3229.533799998928,October,Regular Week,Actual
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,1833312.0274999982,-38956.53749999823,October,Regular Week,Actual
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,1794310.4385999977,-56362.79859999777,October,Regular Week,Actual
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,1821720.3886999981,-18965.278699998045,October,Regular Week,Actual
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,1930763.1550999982,8298.254900001688,November,Regular Week,Actual
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,1914470.0806999998,2342.659300000174,November,Regular Week,Actual
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,1937842.8679999984,18896.30200000154,November,Regular Week,Actual
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,2244076.416700002,414648.87329999823,November,Holiday Week,Actual
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,2158401.579100002,-142620.30910000205,December,Regular Week,Actual
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,49,2311411.716000003,67314.833999997,December,Regular Week,Actual
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,2616609.001700002,-7442.251700001769,December,Regular Week,Actual
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,3145583.9216000047,290423.7583999955,December,Regular Week,Actual
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,2073061.207100003,-322626.657100003,December,Holiday Week,Actual
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,1775051.1730000007,-17000.383000000613,January,Regular Week,Actual
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,2,1789392.2675000022,-45198.687500002095,January,Regular Week,Actual
